val_loss,epoch,step,train_loss
0.8669799566268921,104,629,
0.8569989204406738,105,635,
0.8515153527259827,106,641,
0.8650103807449341,107,647,
,108,649,0.3220318555831909
0.8465193510055542,108,653,
0.8516153693199158,109,659,
0.8385868668556213,110,665,
0.8440840244293213,111,671,
0.8575996160507202,112,677,
0.872548520565033,113,683,
0.8405926823616028,114,689,
0.8537324666976929,115,695,
,116,699,0.4357753396034241
0.8473339080810547,116,701,
0.8529602289199829,117,707,
0.8672267198562622,118,713,
0.8500913381576538,119,719,
0.845038652420044,120,725,
0.8419163823127747,121,731,
0.8599913120269775,122,737,
0.8599045872688293,123,743,
,124,749,0.2740741968154907
0.8576936721801758,124,749,
0.8713361024856567,125,755,
0.8347181081771851,126,761,
0.8522225022315979,127,767,
0.8363641500473022,128,773,
0.833561897277832,129,779,
0.8539139032363892,130,785,
0.8724279403686523,131,791,
0.8547860980033875,132,797,
,133,799,0.3038523495197296
0.8581655621528625,133,803,
0.85313481092453,134,809,
0.831966757774353,135,815,
0.8358948230743408,136,821,
0.8599614500999451,137,827,
0.8568682074546814,138,833,
0.8153340816497803,139,839,
0.8483626246452332,140,845,
,141,849,0.4141424000263214
0.8383209705352783,141,851,
0.8349295258522034,142,857,
0.864591658115387,143,863,
0.8591864705085754,144,869,
0.8396381735801697,145,875,
0.8410372138023376,146,881,
0.8802774548530579,147,887,
0.87096107006073,148,893,
,149,899,0.2642289698123932
0.8136484026908875,149,899,
0.8455810546875,150,905,
0.8420340418815613,151,911,
0.8206745982170105,152,917,
0.8618435263633728,153,923,
0.8670235276222229,154,929,
0.8292153477668762,155,935,
0.8272873163223267,156,941,
0.8563840389251709,157,947,
,158,949,0.2776876986026764
0.846513569355011,158,953,
0.8417880535125732,159,959,
0.838890790939331,160,965,
0.8597797155380249,161,971,
0.8225213885307312,162,977,
0.8463223576545715,163,983,
0.8815641403198242,164,989,
0.822710394859314,165,995,
,166,999,0.41430941224098206
0.8582965135574341,166,1001,
0.8586413860321045,167,1007,
0.8317736387252808,168,1013,
0.8329282402992249,169,1019,
0.8406881093978882,170,1025,
0.828662633895874,171,1031,
0.8391003012657166,172,1037,
0.8354055881500244,173,1043,
,174,1049,0.22863182425498962
0.8465970754623413,174,1049,
0.8316302299499512,175,1055,
0.8278952240943909,176,1061,
0.8339078426361084,177,1067,
0.8449365496635437,178,1073,
0.832624077796936,179,1079,
0.8345365524291992,180,1085,
0.8447141647338867,181,1091,
0.8406206369400024,182,1097,
,183,1099,0.27350953221321106
0.8373517394065857,183,1103,
0.831929087638855,184,1109,
0.8313767910003662,185,1115,
0.8204216957092285,186,1121,
0.8391516208648682,187,1127,
0.8577954173088074,188,1133,
0.8234511017799377,189,1139,
0.8349746465682983,190,1145,
,191,1149,0.39341241121292114
0.8499564528465271,191,1151,
0.8241936564445496,192,1157,
0.8360322713851929,193,1163,
0.8274217844009399,194,1169,
0.8436928391456604,195,1175,
0.8403184413909912,196,1181,
0.8290880918502808,197,1187,
0.8289417028427124,198,1193,
,199,1199,0.2113656997680664
0.8336076140403748,199,1199,
